''	BIN#	Description	Manuf	ManPartNum	Manuf2	ManPartNum2	Package	Height	ROHS	Note160803	TMA_COST	PL_COST	CostTMA_170921	CostPL_170921	Ucost	Cost1	Break2	Cost2	Reel	CostReel	Ucost	DSTR	PartNum	Qty	Price	Date	BB3B1_82	BB3C_8	SydneyRevC_122	TMA-043_80	TSrevC_40	RNS_B_8	TMA-054_10	Nuvola_8	SydneyD_8	RTK_8	BB3B1_50	BMC	RP1_12	TMA55_6	RTK0EN_4	BP1_6	OspreyA1	EagleA2	R170727	B170921	BMC_140	OSPa1_146	B170921_1200	EagleB0_10	B170921_1200	
'IHLP5050CEERR47M01'	398	INDUCTOR POWER 0.47uH 28A SMD 13.2x12.9	vishay	IHLP5050CEERR47M01			IHLP5050	3.5	Y	PA2607.231NLT	0.7270 	0.0000 	781.53 	0.00 	0.727	tti	IHLP5050CEERR47M01	2500	1817.5	141201							0	0	4	0 	8 	8	0	0	4	0	0	0	0 	0 	0	0 	0	0 	1075	1075	0	0	1075 	0	1075 	
'PA2607.231NLT'	399	INDUCTOR PWR 0.23UH 0.29 mOhm 37A SMD10.4x7.9x7.3mm	Pulse	PA2607.231NLT			PA2607	7.3	Y		0.7200 	0.0000 	175.68 	0.00 	0.72	mouser	PA2607.231NLT	800	576	170914	0.6716	Avnet	PA2607.231NLT	2400	1612 	161006	10	10	0	0 	0 	0	0	0	0	6	10	0	0 	3 	5	0 	6	6 	420	1220	0 	6	344 	10	244 	
'VLC5020T-1R2N'	400	INDUCTOR POWER 1.2UH 3.8A SMD 5x5x2mm SMD	TDK	VLC5020T-1R2N	TDK	LTF5022T-1R2N4R2-LC	VLC5020T	2	Y	REMOVED	0.2200 	0.0000 	5.94 	0.00 	0.22	mouser	VLC5020T-1R5N	1500	330	150609	0.2200	mouser	VLC5020T-1R5N	1500	330.00	150616	0	0	4	0 	2 	8	0	0	4	1	0	3	0 	0 	0	0 	2	0 	27	27	0 	0	27 	0	27 	
'NFM21PC225B0J3'	401	EMI/RFI Suppressors & Ferrites 0805 2.2uF	MURATA	NFM21PC225B0J3D			RES0805	0.5	Y		0.1000 	0.0000 	250.00 	0.00 	0.1	Mouser	NFM21PC225B0J3D	4000	400	110121							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	5 	0	0 	0	0 	2500	2500	0 	0	2500 	0	2500 	
'NFM21PC474R1C3D'	402	EMI/RFI Suppressors & Ferrites 0805 0.47uF	MURATA	NFM21PC474R1C3D			RES0805	0.5	Y		0.0647 	0.0000 	84.11 	0.00 	0.0647	Arrow	NFM21PC474R1C3D	4000	258.8	120511							1	1	1	1 	2 	2	0	0	1	2	1	0	0 	0 	2	0 	0	0 	1300	1300	0 	0	1300 	0	1300 	
'1PS79SB10'	403	DIODE SCHOTTKY 30V 200MA SC79	NXP	1PS79SB10			SOD523P120X80	0.65	Y		0.0590 	0.0000 	60.18 	0.00 	0.0397	arrow	1PS79SB10,115	6000	238.20	150810	0.059	mouser	1PS79SB10.115	3000	177 	161006	15	13	8	0 	12 	10	0	0	6	9	15	0	0 	1 	2	0 	15	15 	3250	3250	0 	15	1060 	4	1020 	
'B72590D50A60'	404	CERADIODE 5.6VDC 10A 0402	EPCOS	B72590D50A60			RES0402	0.4	Y		0.2064 	0.0000 	44.79 	0.00 	0.2414	dk	B72590D50A60	200	48.28	140715	0.2064	dk	B72590D50A60	100 	20.64	150420	0	0	0	0 	1 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	217	217	0 	0	217 	0	217 	
'MMBD4148CC-TP'	405	DIODE ULT FAST 200MA 75V SOT-23	Micro Commercial Co	MMBD4148CC-TP			SOT95P230X109-3N	1	Y		0.0147 	0.0000 	38.10 	0.00 	0.03	NA	MMBD4148CC-TP	3000	90	111108	0.0147	arrow	MMBD4148CC-TP	3000	44.1	170914	0	0	0	0 	0 	0	0	0	0	0	0	0	0 	2 	0	1 	8	8 	800	3800	0 	8	2632 	4	2592 	
'SMAJ13A-E3'	406	TVS UNIDIR 400W 13V 5% SMA	Vishay	SMAJ13A-E3			DO214AC	0.4	Y		0.0000 	0.3970 	0.00 	466.08 		0.5	10	0.397	100	0.2714							0	0	0	0 	1 	0	0	0	0	1	0	0	0 	0 	1	0 	0	0 	1174	1174	0 	0	1174 	0	1174 	
'STPS8L30B'	407	DIODE SCHOTTKY 30V 8A DPAK	STmicro	STPS8L30B			DPAK	2.2	Y	T	0.0000 	1.1830 	0.00 	108.84 		1.32	10	1.183	100	0.9396							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	92	92	0 	0	92 	0	92 	
'592-2323-013'	408	LED PRISM BI-LVL GRN,GRN SMD	Dialight	592-2323-013F			592-2323-013F	0.7	Y	T	1.8500 	0.0000 	153.55 	0.00 	1.85	Mouser	592-2323-013F	100	185	110121							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	83	83	0 	0	83 	0	83 	
'LED_0603_GRN'	409	GREEN SMD 0603 LED	STANLEY	PG1111C-TR			LEDC1608X80N	0.7	Y		0.0482 	0.0000 	81.27 	0.00 	0.0307	fe	LTST-C190KRKT	3000	92.1	151215	0.0482	fe	PG1111C-TR	4000	192.8	170508	14	11	12	1 	15 	6	0	5	12	5	14	3	1 	5 	5	5 	9	9 	3500	3500	3 	9	1766 	8	1686 	
'LED_0603_RED'	410	Red SMD 0603 LED	Lite-On	LTST-C190KRKT			LEDC1608X80N	0.8	Y		0.0297 	0.0000 	156.88 	0.00 	0.0326	arrow	LTST-C190KRKT	3000	97.8	141201	0.0297	arrow	LTST-C190YKT	3000	89.1	151215	5	2	5	1 	5 	3	0	0	5	3	5	0	0 	0 	3	0 	3	3 	5750	5750	0 	3	5312 	3	5282 	
'LED_0603_YEL'	411	Yellow SMD 0603 LED	STANLEY	LTST-C190YKT			LEDC1608X80N	0.7	Y		0.0350 	0.0000 	182.00 	0.00 	0.035	arrow	LTST-C190YKT	3000	105	141201							4	1	1	0 	2 	0	0	0	1	0	4	0	0 	0 	0	0 	0	0 	5200	5200	0 	0	5200 	0	5200 	
'LED_1206_GRN'	412	GREEN SMD 1206 LED	CML_Innovative	CMD15-21VGD			LED_1206	1	Y	T	0.0000 	0.2400 	0.00 	9.60 		0.28	10	0.24	100	0.2							0	0	0	0 	0 	0	0	0	0	0	0	2	0 	0 	0	0 	0	0 	320	320	2 	0	40 	0	40 	
'LED_1206_RED'	413	LED H.E. RED DIFF 1206 SMD	VisualComm	CMD15-21VRD			LED_1206	1	Y	T	0.0000 	0.2400 	0.00 	53.76 		0.28	10	0.24	100	0.2							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	1	1 	380	380	0 	1	234 	1	224 	
'LTST-C155GEKT'	414	LED GREEN/RED CLEAR 1210	Lite-On	LTST-C155GEKT						T	0.0000 	0.2178 	0.00 	624.00 		0.47	100	0.2178	3000	0.0891							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	2865	2865	0 	0	2865 	0	2865 	
'597-3401-407F'	415	LED yellow 1210	LED yellow 1210	597-3401-407F						T	0.0000 	0.1940 	0.00 	95.06 		0.194	100	0.194	1000	0.187							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	490	490	0 	0	490 	0	490 	
'597-3111-407F'	416	LED red 1210	Dialight	597-3111-407F						T	0.0000 	0.1940 	0.00 	19.21 		0.194	100	0.194	1000	0.187							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	99	99	0 	0	99 	0	99 	
'SSL-LX15IGC'	417	LED DUAL RED/GREEN CLEAR SOT-23	Lumex	SSL-LX15IGC		SML-LX15IGC	SSL-LX15IGC	1	Y	T	0.0000 	0.5630 	0.00 	1520.10 		0.73	10	0.563	100	0.4061							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	2700	2700	0 	0	2700 	0	2700 	
'DMN3150LW'	418	MOSFET N-CH 28V 1.6A SC70-3	Diodes Inc	DMN3150LW	Diodes Inc	DMN3150LW-7	SOT95P230X109-3N	1.12	Y		0.1550 	0.0000 	232.50 	0.00 	0.155	DK	DMN3150LW-7	3000	465	111108							0	0	0	0 	0 	1	0	0	0	1	0	0	0 	0 	1	0 	0	0 	1500	1500	0 	0	1500 	0	1500 	
'FDMS3602S'	419	MOSFET N-CH 25V DUAL 8-PQFN	Fairchild	FDMS3602S			fdms3620s	1.1	Y	REMOVED	0.0000 	2.0100 	0.00 	0.00 		2.73	100	2.01	3000	1.33							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'FDMS3620S'	420	MOSFET N-CH 12V DUAL 8-PQFN	Fairchild	FDMS3620S			fdms3620s	1.1	Y	T	2.0618 	0.0000 	929.87 	0.00 	1.88	dk	FDMS3620S	750	1410.75	140320	2.06180	arrow	FDMS3620S	100 	206.18	150420	0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	451	451	0 	0	451 	0	451 	
'FDMS7600AS'	421	MOSFET 2N-CH 30V POWER56 30\40A 1W	Fairchild	FDMS7600AS			FDMS7600AS	1.1	Y		0.9585 	0.0000 	49.84 	0.00 	0.9585	dk	FDMS7600AS	3000	2875.50	150810	0.9585	DK	FDMS7600AS	3000	2876 	161006	10	10	4	0 	8 	8	0	0	4	6	10	0	0 	0 	0	0 	12	12 	1804	1804	0 	12	52 	0	52 	
'FDS6690A'	422	MOSFET N-CH 30V 11A 8-SOIC	Diodes Inc	DMG4406LSS-13	Fairchild Semi	FDS6690A	SOIC127P600X175-8N	1.12	Y	T	0.0698 	0.0000 	266.29 	0.00 	0.0698	arrow	DMG4406LSS-13	2500	174.5	141201	0.0698	arrow	DMG4406LSS-13	2500	174.50	150810	0	0	2	0 	4 	1	0	0	3	1	0	0	0 	0 	1	4 	1	1 	3971	3971	0 	1	3825 	1	3815 	
'MMBT3904LT1'	423	TRANSISTOR HI-VOLT NPN SOT-23	Diodes Inc	MMBT3904-7F 	Infineon 	MMBT3904LT1	MMBT3904LT1	1	Y		0.0208 	0.0000 	11.65 	0.00 	0.0150	mouser	MMBT3904LT1G	3000	45	170327	0.0208	arrow	MMBT3904-7F 	3000	62.4	170914	24	16	16	0 	19 	8	0	0	18	10	24	4	0 	7 	9	5 	25	25 	2000	5000	4 	25	790 	23	560 	
'MMBT3906LT1'	424	TRANS PNP 40V SOT23	ON SEMI	MMBT3906LT1G			SOT95P237X112-3N	1	Y		0.0113 	0.0000 	30.49 	0.00 	0.0082	fe	MMBT3906LT1G	3000	24.6	151215	0.0113	arrow	MMBT3906LT1G	3000	33.9	170914	10	10	5	0 	9 	8	0	0	5	6	10	0	0 	0 	0	0 	12	12 	1450	4450	0 	12	2698 	0	2698 	
'SI7336ADP'	425	MOSFET N-CH 30V 30A PPAK 8SOIC	Vishay	SI7336ADP				1	Y	T	0.6034 	0.0000 	1781.24 	0.00 	0.60	dk	SI7336ADP	3000	1810.20	140415							0	0	0	0 	0 	0	0	0	0	1	0	0	0 	0 	1	0 	0	0 	2952	2952	0 	0	2952 	0	2952 	
'SI4936BDY'	426	OSFET N-CH DUAL 30V 6.9A 8-SOIC	Vishay	SI4936BDY			QFN50P400X400X10-20EP1	1.1	Y	T	0.6936 	0.0000 	55.49 	0.00 	0.6936	dk	SI4936BDY	80	55.49	121121							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	80	80	0 	0	80 	0	80 	
'BAT_BR1225_1VC'	427	BATTERY LITH 12.5MM COIN W\LEGS	PANASONIC	BR-1225/VCN			BAT_BR1225_1VC	12.5	Y		1.2068 	0.0000 	0.00 	0.00 	1.2625	dk	BR-1225/VCN	200	253 	161006	1.2068	dk	BR-1225/VCN	109	131.5412	170914	1	1	0	0 	0 	0	0	0	0	0	1	0	0 	0 	0	0 	1	1 	47	156	0 	1	10 	1	0 	
'TS621FE-FL11E'	428	BATTERY LITHIUM 1.5V RECHARGE	Seiko	TS621FE-FL11E			TS621FE-FL11E	12.5	Y	T	0.0000 	2.8050 	0.00 	11.22 		3.366	10	2.805	100	2.3375							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	1 	0	0 	0	0 	4	4	0 	0	4 	0	4 	
'1201M2S3AQE2'	429	SWITCH SLIDE MINI DPDT RA PC MNT	C&K	1201M2S3AQE2			1201M2S3AQE2		Y	T	6.4000 	0.0000 	51.20 	0.00 	6.4	avnet	1201M2S3AQE2	12	76.8	130213							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	8	8	0 	0	8 	0	8 	
'KT11B1SM34LFS'	430	switch tact spst-no 1VA 32V	C&K Components	KT11B1SM34LFS			PSHB_SWITCH_KT11B1SM	3.48	Y	FSM4JSMA	0.2170 	0.0000 	0.00 	0.00 	1.6600	online	KT11B1SM34LFS	25	41.50	150810	0.217	mouser	FSM4JSMA	63	13.671	170914	0	0	3	0 	2 	2	0	0	3	2	0	0	0 	0 	2	0 	1	1 	103	166	0	1	20 	2	0 	
'MSS3-V-T-R'	431	SWITCH SLIDE SPDT RT ANGLE SMT	www.canal.com.tw	MSS3-V-T\R			MSS3-V-T\R	1.1	Y	T	0.0000 	0.8220 	0.00 	1613.59 		0.9	25	0.822	100	0.742							0	0	0	0 	0 	0	0	0	0	1	0	0	0 	0 	1	0 	0	0 	1963	1963	0 	0	1963 	0	1963 	
'SDA08H1SBD'	432	SWITCH DIP TOP SLIDE 8POS SMD	C&K	SDA08H1SBD			SDA08H1SBD		Y		0.7325 	0.0000 	12.45 	0.00 	0.73	arrow	SDA08H1SBD	100	73.25	140415							0	0	0	0 	0 	2	0	0	0	2	0	0	0 	0 	2	0 	0	0 	17	17	0 	0	17 	0	17 	
'SS304GS'	433	tiny hor. tact switch	www.canal.com.tw	SS304GS			SS304GS	1.7	Y	USED ON BMC_140	0.0000 	0.4400 	0.00 	0.00 		0.66	10	0.44	100	0.36							0	0	0	0 	0 	0	0	0	0	0	0	1	0 	0 	0	0 	0	0 	100	100	1 	0	0 	0	0 	
'0821-1X1T-43-F'	434	MAGJACK 1PORT GO/Y LEDS 1GBT w/USB	Belfuse	0821-1X1T-43-F			0821-1X1T-43-F	21.08	Y		4.5890 	0.0000 	0.00 	0.00 	3.408	arrow	0821-1X1T-43-F	144 	491 	161006 	4.589	arrow	0821-1X1T-43-F	142	651.638	170914	0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	1	1 	4	146	0 	1	0 	0	0 	
'0826-1X1T-23-F'	435	MAGJACK 1PORT GO/Y LEDS 1GBT	Belfuse	0826-1X1T-23-F			0826-1X1T-23-F	13.61	Y		4.1011 	0.0000 	664.38 	0.00 	3.9079	sager	0826-1X1T-23-F	472	1844.5288	141201	4.1011	arrow	0826-1X1T-23-F	260	1066.286	151215	3	1	0	1 	0 	0	0	0	4	0	3	0	0 	0 	0	0 	0	0 	172	172	0 	0	172 	1	162 	
'10117835-002LF'	436	CONN USB 3.0 RCPT ST A R/A	FCI	10117835-002LF			10117835-002LF	7	Y		0.7802 	0.0000 	0.00 	0.00 	0.757	mouser	10117835-002LF	16	12.112	150620	0.7802	mouser	10117835-002LF	74	57.73	150616	0	0	1	0 	1 	0	0	0	3	0	0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'10117836-002LF'	437	CONN USB 3.0 RCPT STD A VERT	FCI	10117836-002LF			10117836-002LF				0.0000 	0.7405 	0.00 	7.41 		0.98	100	0.7405	1000	0.53856							0	0									0	0	0 	0 	0	0 	0	0 	10	10	0 	0	10 	0	10 	
'128-0711-201'	438	CONN JACK UMC VERTICAL SMD	Emerson	128-0711-201			128-0711-201	1.25	Y		0.4480 	0.0000 	537.15 	0.00 	0.448	mouser	128-0711-201	2500	1120	140303							0	0	0	0 	0 	3	0	0	40	0	0	0	0 	0 	0	0 	0	0 	1199	1199	0 	0	1199 	0	1199 	
'1734351-1'	439	CONN D-SUB PLUG R/A 9POS GOLD/FL	TE Connectivity	1734351-1			1734351-1	12.5	Y		1.0500 	0.0000 	213.15 	0.00 	0.605	dk	SDS107-PRW1-M09-SN63-11	54 	32.67	150420	1.05	onlinecomp	1734354-2	500	525	151215	2	2	0	0 	0 	0	0	0	0	0	2	0	0 	0 	0	0 	0	0 	203	203	0 	0	203 	0	203 	
'1888247-1'	440	CONN PT USE W/SFP+ CAGE 30AU SMD	TE Connectivity	1888247-1			1888247-1	5.4	Y		0.8608 	0.0000 	258.24 	0.00 	1.7122	online	1888247-1	86 	147.25	150810	0.8608	avnet	1888247-1	480	413.184	151215	2	0	1	1 	0 	0	0	0	1	0	2	0	0 	0 	0	0 	0	0 	300	300	0 	0	300 	0	300 	
'1932355-1'	441	CONN RCPT USB 3.0 R/A STACKED A	TE Connectivity	1932355-1			1932355-1	15.42	Y		3.7700 	0.0000 	15.08 	0.00 	3.77	online	1932355-1	54	203.58	140818							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	4	4	0 	0	4 	0	4 	
'2007178-1'	442	CONN SFP+ CAGE 1X4 W/LIGHT SPRNG	TE Connectivity	2007178-1			2007178-1	15	Y		9.0000 	0.0000 	72.00 	0.00 	9	tti	2007178-1	46	450	140818							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	8	8	0 	0	8 	0	8 	
'2149157-5'	443	CONN RCPT CXP 84POS W/HEAT SINK	TE Connectivity	2149157-5			2149157-5		Y		45.6000 	0.0000 	91.20 	0.00 	41.166	dk	2149157-5	16 	658.656	150206	45.6000	dk	2149157-5	8	364.80	150810	0	0	0	0 	0 	2	0	0	0	0	0	0	0 	0 	0	0 	0	0 	2	2	0 	0	2 	0	2 	
'2199119-4'	444	NGFF CARD EDGE 67 POS 3.2H	TEConnectivity	2199119-4			2199119-4	3.2	Y		0.7200 	0.0000 	2.16 	0.00 	0.978	mouser	2199119-4	250	244.5	140303	0.72	dk	2199119-4	60 	43.2	150420	0	0	0	0 	1 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	3	3	0 	0	3 	0	3 	
'22-04-1031'	445	CONN HEADER 3POS 4.2MM VERT TIN	Molex	22-04-1031			22-04-1031	11.7	Y	same as 22-29-2031	0.2790 	0.0000 	9.21 	0.00 	0.2790	online	22-04-1031	100 	27.90	150810	0.279	onlinecomp	22-04-1031	90	25.11	151215	1	1	0	0 	1 	1	0	0	1	1	1	0	0 	0 	1	2 	0	0 	33	33	0 	0	33 	0	33 	
'22-28-4023'	446	HDR MALE, 1X2 VERT TH  2.54 MM 	MOLEX	22-28-4023			22-28-4023	0.24	Y	pl 144 170616	0.0370 	0.0000 	0.00 	0.00 	0.0861	arrow	22-28-4023	504 	43 	161006 	0.037	arrow	22-28-4023	612	22.644	170914	4	2	0	0 	0 	2	0	2	0	2	4	0	2 	0 	2	0 	4	4 	12	624	0 	4	40 	4	0 	
'22-29-2021'	447	CONN HEADER 2POS .100 VERT GOLD	Molex	22-29-2021							0.0000 	0.3266 	0.00 	26.13 		0.45	100	0.3266									0	0	0	0 	0 	0	0	6	0	0	0	0	0 	0 	0	0 	0	0 	80	80	0 	0	80 	0	80 	
'22-29-2031'	448	CONN HEADER 3POS .100 VERT GOLD	Molex	22-29-2031			22-29-2031	11.7	Y		0.0000 	0.6470 	0.00 	87.35 		0.74	10	0.647	1000	0.40592							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	135	135	0 	0	135 	0	135 	
'22-29-2041'	449	CONN HEADER 4POS .100 VERT GOLD	Molex	22-29-2041			22-29-2041	11.7	Y	47053-1000	0.2390 	0.0000 	38.96 	0.00 	0.2518	arrow	22-29-2041	218	54.89	150810	0.239	tti	22-29-2041	390	93.21	151215	3	1	2	0 	3 	1	0	0	1	1	3	0	0 	0 	1	0 	0	0 	163	163	0 	0	163 	0	163 	
'39-29-9042'	450	CONN HEADER 4POS 4.2MM VERT TIN	Molex	39-29-9042			39-29-9042	12.8	Y		0.2370 	0.0000 	16.12 	0.00 	0.1741	arrow	39-29-9042	100	17.41	150616	0.237	tti	39-29-9042	160	37.92	151215	1	0	1	0 	1 	1	0	0	1	0	1	0	0 	0 	0	0 	0	0 	68	68	0 	0	68 	0	68 	
'39-29-9242'	451	CONN ATX HDR 24POS 4.2MM VERT TIN	Molex	39-29-9242			39-29-9242	12.8	Y		0.9100 	0.0000 	0.00 	0.00 	0.9364	arrow	39-29-9242	196 	184 	161006 	0.91	arrow	39-29-9242	106	96.46	170914	1	1	1	0 	1 	1	0	0	1	0	1	0	0 	0 	0	1 	1	1 	50	156	0 	1	10 	1	0 	
'39-30-1042'	452	HDR 4POS 4.2MM R/A GOLD TH	Molex	39-30-1042			39-30-1042	9.6	Y		1.8600 	0.0000 	0.00 	0.00 	0.8264	arrow	39-30-1042	8	6.61	150810	1.86	arrow	39-30-1042	4 	7.44	170518	0	0	0	0 	0 	0	0	0	0	1	0	0	0 	0 	1	0 	0	0 		0	0 	0	0 	0	0 	
'47379-1100'	453	CONN PLUG 7POS SERIAL ATA 15GOLD	Molex	47379-1100			47379-1100	7.7	Y		2.5800 	0.0000 	0.00 	0.00 	2.58	dk	47379-1100	6	15.48	140415							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'53261-0671'	454	CONN HEADER 6POS 1.25MM R/A SMD	Molex	53261-0671			53261-0671	2.51	Y		0.6757 	0.0000 	18.92 	0.00 	0.6757	arrow		280	189.196								0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	28	28	0 	0	28 	0	28 	
'54819-0589'	455	CONN RCPT MINIUSB B 5POS SMD R/A	Molex	54819-0589			54819-0589		Y		1.1600 	0.0000 	62.64 	0.00 	1.16	mouser	54819-0589	100	116	150206							0	0	0	0 	0 	1	1	0	0	1	0	0	0 	0 	1	1 	0	0 	54	54	0 	0	54 	0	54 	
'5607-4200-SH'	456	CONN PLUG SATA 7PS SMT RA PCB GOLD	3M	5607-4200-SH			5607-4200-SH	11.5	Y		0.5000 	0.0000 	311.00 	0.00 	0.5	MOUSER	5607-4200-SH	672	336	130123							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	622	622	0 	0	622 	0	622 	
'5607-5102-SH'	457	CONN PLUG SATA 7PS VERT PCB GOLD	3M	5607-5102-SH			5607-5102-SH	11.5	Y		0.6611 	0.0000 	19.83 	0.00 	0.4869	arrow	XE004225035	1500	730.35	151215	0.6611	arrow	XE004225035	490 	324 	161006 	10	0	1	0 	6 	0	0	0	1	0	10	0	0 	0 	0	0 	3	3 	488	488	0 	3	50 	2	30 	
'67913-0002'	458	CONN MEMORY SD I/O BOTTM MT SMD	Molex	67913-0002	Molex	5027740891	67913-0002	2.8	Y		2.2400 	0.0000 	0.00 	0.00 	2.24	mouser	67913-0002	684	1532.16	140320							0	0									0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'90131-0123'	459	CONN HEADER 2X3 VERT TH 2.54 MM TIN-LEAD	MOLEX	90131-0123	Gold Plated	90131-0763	90131-0123	10.2	Y		0.0000 	2.5500 	0.00 	96.90 		3.4	10	2.55	1000	1.19							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	1	0 	0	0 	38	38	0 	0	38 	0	38 	
'734153310'	460	CONN PLUG 50 OHM SMP VERT SMD	Molex	734153310			734153310	9.52	Y		0.0000 	4.9770 	0.00 	0.00 		6.01	10	4.977	100	3.7331							0	0									0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'74754-0101'	461	CONN CAGE SFP+ 1PORT 3.05MM	Molex	74754-0101			74754-0101	8.95	Y		2.8700 	0.0000 	45.92 	0.00 	2.9611	arrow	74754-0101	108 	319.80	150810	2.87	tti	74754-0101	300	861	151215	2	0	1	1 	0 	0	0	0	1	0	2	0	0 	0 	0	0 	0	0 	16	16	0 	0	16 	0	16 	
'75783-0140'	462	CONN RCPT 36POS IPASS RT ANG SMD 	Molex	75783-0140							0.0000 	4.9970 	0.00 	0.00 		6.94	125	4.99704	1250	3.682							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'853050232'	463	CONN PLUG 50 OHM SMP VERT SMD	Molex	853050232			853050232	4.1	Y		1.5000 	0.0000 	4.50 	0.00 	1.85	tti	853050232	2000	3700	150620	1.5000	tti	853050232	2000	3000.00	150616	0	0	0	0 	0 	10	146	0	104	6	0	0	0 	0 	6	0 	0	0 	3	3	0 	0	3 	0	3 	
'87832-1220'	464	CONN HEADER 12POS 2MM VERT SMD	Molex	87832-1220			87832-1220	6.4	Y		0.7290 	0.0000 	37.91 	0.00 	0.6964	arrow	87832-1220	22	15.3208	140818	0.729	tti	87832-1220	180	131.22	151215	1	1	0	0 	0 	0	0	0	0	0	1	0	0 	0 	0	0 	0	0 	52	52	0 	0	52 	0	52 	
'87832-1420'	465	87832-1420	Molex	87832-1420			87832-1420	6.4	Y		1.5400 	0.0000 	0.00 	0.00 	1.54	mouser	87832-1420	10	15.4	150620	1.5400	mouser	87832-1420	10	15.40	150616	0	0	0	0 	0 	0	1	0	0	0	0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'98401-401-10'	466	HDR MALE, 2X5 VERT SM w/guide  2.54 MM 	FCI	98401-801-10LF		 15-91-0100/140-3078-01XSE	HDR_2X5_2MM54_VT_SM_G	9.25	Y		0.3278 	0.0000 	234.38 	0.00 	0.3278	arrow	15-91-0100	1008	330.42	150810	0.3278	arrow	15-91-0100	1008	330.4224	151215	7	3	2	0 	5 	1	1	0	2	0	7	0	0 	0 	0	0 	1	2 	881	881	0 	1	735 	2	715 	
'98401-401-16'	467	CONN HEADER 2X8 VERT TH 2.54 MM TIN-LEAD	FCI	98401-401-16		95278-101A16LF/15-91-0160	98401-401-16	10.2	Y		0.5700 	0.0000 	113.43 	0.00 	0.4883	avnet	15-91-0160	1000	488.30	150810	0.57	online	15-91-0160	100 	57 	161006 	3	2	3	0 	3 	1	0	0	3	0	3	0	0 	0 	0	1 	1	1 	345	345	0 	1	199 	0	199 	
'98401-801-20'	468	CONN HEADER 2X10 VERT TH 2.54 MM TIN-LEAD	Molex	15-91-0200	FCI	98401-801-20	98401-801-20	10.2	Y		0.6533 	0.0000 	241.72 	0.00 	0.616	tti	15-91-0200	504	310.464	151215	0.6533	arrow	15-91-0200	1321 	863 	161006 	3	3	2	0 	2 	0	1	1	2	0	3	0	0 	0 	0	0 	3	4 	828	828	0 	3	390 	2	370 	
'98414-G06-12ULF'	469	HDR MALE, 2X6 VERT TH  2 MM SHRD	FCI	98414-G06-12ULF			98414-G06-12ULF	5.5	Y		0.7396 	0.0000 	57.69 	0.00 	0.7396	arrow	98414-G06-12ULF	100	73.96	150206							0	0	0	0 	0 	1	0	0	0	1	0	0	0 	0 	0	0 	0	0 	78	78	0 	0	78 	0	78 	
'ASP-130367-01'	470	AppSpecificConnector	Samtec	ASP-130367-01			ASP-130367-01		Y		4.6720 	0.0000 	0.00 	0.00 	4.69	samtec	ASP-130367-01	190 	891 	161006 	4.672	dk	ASP-130367-01	120	560.64	170914	1	0	0	0 	0 	0	0	0	0	0	1	0	0 	0 	0	0 	1	1 	36	156	0 	1	10 	1	0 	
'ASP-134486-01'	471	AppSpecificConnector	Samtec	ASP-134486-01			ASP-134486-01		Y		22.1200 	0.0000 	0.00 	0.00 	22.12	samtec	ASP-134486-01	8 	176.96	150206	22.1200	samtec	ASP-134486-01	16	353.92	150901	0	0	0	0 	0 	1	0	0	0	2	0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
