''	BIN#	Description	Manuf	ManPartNum	Manuf2	ManPartNum2	Package	Height	ROHS	Note160803	TMA_COST	PL_COST	CostTMA_170921	CostPL_170921	Ucost	Cost1	Break2	Cost2	Reel	CostReel	Ucost	DSTR	PartNum	Qty	Price	Date	BB3B1_82	BB3C_8	SydneyRevC_122	TMA-043_80	TSrevC_40	RNS_B_8	TMA-054_10	Nuvola_8	SydneyD_8	RTK_8	BB3B1_50	BMC	RP1_12	TMA55_6	RTK0EN_4	BP1_6	OspreyA1	EagleA2	R170727	B170921	BMC_140	OSPa1_146	B170921_1200	EagleB0_10	B170921_1200	
'CON_DDR3_DIMM240'	472	CONN SCKT DIMM DDR3 240POS VERT	FCI	10081530-12207LF 	winning	WDD3S-DDR III 240 P SOCKET	CON_DDR3_DIMM240	10	Y		1.4600 	0.0000 	27.74 	0.00 	0.72	arrow	10081530-12207LF 	2633	1885.75	140320	1.46	mouser	10081530-12207LF 	80 	116.8	150420	0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	19	19	0 	0	19 	0	19 	
'CON_PWR_ATX10'	473	CON POWER ATX 2X10 VERT TH SHRD	MOLEX	39-29-9202			39-29-9202	12.8	Y		0.5853 	0.0000 	53.85 	0.00 	0.5853	arrow		272	159.2016								0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	92	92	0 	0	92 	0	92 	
'CON_USB_MINI_AB_SM'	474	CON USB TYPE miniAB PLUG 5 POS RT ANG SMD	MOLEX	56579-0576			56579-0576	3.95	Y		1.4600 	0.0000 	37.96 	0.00 	1.46	Mouser		306	446.76								0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	26	26	0 	0	26 	0	26 	
'CX4_CONNECTOR'	475	CX4 Connector	AMPHENOL				U65-B04-1010-T	11	Y		6.4960 	0.0000 	0.00 	0.00 	6.496	DK	U65-B04-1020-T	150	974.4	110301							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'DIMM240_10076443'	476	CONN, SOCKET DDR3 DIMM 240POS LLCR PRESS-FIT	FCI	10076443-101LF				10	Y		3.5000 	0.0000 	4049.50 	0.00 	2.99	avnet	10076443-101LF	240	0	141201	3.5	avnet	78443-1001	960	3360	151215	8	8	2	0 	8 	0	0	0	2	0	8	0	0 	0 	0	0 	0	0 	1157	1157	0 	0	1157 	0	1157 	
'DM1B-DSF-PEJ'	477	CONN SD CARD PUSH-PUSH R/A SMD	Hirose	DM1B-DSF-PEJ			DM1B-DSF-PEJ	2.8	Y		2.1500 	0.0000 	219.30 	0.00 	2.9500	mouser	DM1B-DSF-PEJ	35 	103.25	150810	2.15	mouser	DM1B-DSF-PEJ(22)	300	645	151215	2	2	1	0 	2 	0	0	0	1	0	2	0	0 	0 	0	0 	0	0 	102	102	0 	0	102 	0	102 	
'FTSH-110-01'	478	CONN UNSHROUDED HDR 20POS 1.27MM	SAMTEC	FTSH-110-01-L-DV			FTSH-110-01	4.57	Y		2.2400 	0.0000 	0.00 	0.00 	2.24	samtec	FTSH-110-01-L-DV	8	17.92	150620	2.2400	samtec	FTSH-110-01-L-DV	82 	183.68	150810	0	0	1	0 	2 	0	0	0	1	0	0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'H10954-ND'	479	CONN HEADER 20POS 2MM GOLD SMD	Hirose	A3A-20PA-2SV(71)			H10954-ND	13.61	Y		1.7400 	0.0000 	36.54 	0.00 	1.74	DK		108	187.92								0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	21	21	0 	0	21 	0	21 	
'HDR_1X3_2MM54_VT_TH'	480	HDR MALE, 1X3 VERT TH  2.54 MM 	MOLEX	22-28-4033			22-28-4033	0.24	Y		0.0540 	0.0000 	0.00 	0.00 	0.0840	online	22-28-4033	66	5.544	170327	0.054	arrow	22-28-4033	425	22.95	170914	0	0	3	0 	3 	0	4	6	3	0	0	0	5 	1 	0	0 	3	3 	33	458	0 	3	20 	2	0 	
'HDR_1X9_2MM54_VT_TH'	481	HDR MALE,1/4 of  1X36 BREAKABLE VERT TH  2.54 MM	MOLEX	22-28-8360			'HDR_1X9_2MM54_VT_TH	0.24	Y		0.9220 	0.0000 	0.00 	0.00 	0.922	NA	22-28-8360	100	92.2	111021							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'HDR_2X5_2MM54_RA_TH'	482	CONN HEADER LOPRO R/A 10POS GOLD	Tyco	5103310-1			5103310-1	11.7	Y		0.8450 	0.0000 	74.36 	0.00 	0.845	Mouser	5103310-1	100	84.5	110121							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	88	88	0 	0	88 	0	88 	
'K66X-E15S-N-VESA'	483	D-Sub 15P RECPT R/A BRD LOCK VESA 	Kycon	K66X-E15S-N-VESA			K66X-E15S-N-VESA	12.5	Y	1734344-1	2.2900 	0.0000 	0.00 	0.00 	1.6400	mouser	K66X-E15S-N-VESA	108	177.12	170327	2.29	mouser	K66X-E15S-N-VESA	134	306.86	170914	0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	1	0 	12	146	0	1	0 	0	0 	
'PJ-202AH'	484	PWR JACK 2.1X5.5MM HIGH CUR	CUI Inc				PJ-202AH	11	Y		0.0000 	0.3640 	0.00 	35.31 		0.42	10	0.364	100	0.28							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	97	97	0 	0	97 	0	97 	
'QSH-060-01-L-D-A'	485	CONN RCPT HI-SPD .5MM 120POS 	SAMTEC	QSH-060-01-L-D-A			QSH-060-01-X-D-A	3	Y		7.5180 	0.0000 	481.15 	0.00 	7.7866	DK	QSH-060-01-L-D-A	83 	646.29	150810	7.518	dk	QSH-060-01-L-D-A	150	1127.7	151215	1	0	1	0 	0 	0	0	0	0	0	1	0	0 	0 	0	0 	0	0 	64	64	0 	0	64 	0	64 	
'QTH-030-04-L-D-A'	486	CONN HEADER HS .5MM 60POS DL AU	SAMTEC	QTH-030-04-L-D-A			QTH-030-0X-X-D-A	15.25	Y		10.1140 	0.0000 	910.26 	0.00 	10.114	DK		200	2022.8								0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	90	90	0 	0	90 	0	90 	
'QTH-060-04-L-D-A'	487	CONN HEADER HS .5MM 120POS DL AU	SAMTEC	QTH-060-04-L-D-A			QTH-060-0X-X-D-A	15.25	Y		13.5430 	0.0000 	0.00 	0.00 	13.543	dk	QTH-060-04-L-D-A	20	189.602	130213							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'SMA_VERT_TH'	488	CON FEMALE SMA STRAIGHT 	EMERSON	142-0701-231		733910071	142-0701-231	9.52	Y		2.7500 	0.0000 	77.00 	0.00 	2.75	onlinecom	142-0701-231	100	245.00	140415							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	28	28	0 	0	28 	0	28 	
'SUBD_DUAL_9P_RA_MALE'	489	CON DSUB9 DUAL RIGHT ANGLE TH	NORCOMP INC.	189-009-613R571			189-009-613R571	31.6	Y		4.4400 	0.0000 	0.00 	0.00 	4.44	fe	189-009-613R571	400 	1776 	161006 	4.44	fe	189-009-613R571	302	1340.88	170914	0	0	1	0 	2 	0	0	0	1	0	0	0	0 	0 	0	0 	2	2 		302	0 	2	10 	1	0 	
'WPES-036AN41B22UWC'	490	CON PCIEXPRESS X1 VERTICAL OPEN END	winning	WPES-036AN41B22UWC			WPES-036AN41B22UWC	25.4	Y		0.2333 	0.0000 	164.03 	0.00 	0.4	winning		2000	720		0.233333333333333	winwin	WPES-036AN41B22UWC	1000 	233 	161006 	1	0	2	0 	0 	0	0	0	2	0	1	0	0 	0 	0	0 	1	1 	859	859	0 	1	713 	1	703 	
'WPES-064AN41B22UWC'	491	CON PCIEXPRESS X4 VERTICAL OPEN END	winning	WPES-064AN41B22UWC			WPES-036AN41B22UWC	25.4	Y		0.5300 	0.0000 	107.06 	0.00 	0.53	winning		1000	490			plushkin		200 		150813	0	0	1	0 	0 	0	0	0	1	0	0	0	0 	0 	0	0 	0	0 	202	202	0 	0	202 	0	202 	
'WPES-098AN41B22UWC'	492	CON PCIEXPRESS X8 VERTICAL OPEN END	Winwin	WPES-098AN41B22UWC			WPES-098AN41B22UWC	25.4	Y		0.6067 		762.58 	0.00 		1.709	25	1.644	100	1.5858	0.606666666666667	winwin	WPES-098AN41B22UWC	1500 	910 	161006 	2	0	0	0 	1 	0	0	0	0	0	2	0	0 	0 	0	0 	1	1 	1413	1413	0 	1	1267 	1	1257 	
'WUS8ABPT1U'	493	CONN RCPT USB TYPE A R/A DUAL	winning	WUS8ABPT1U			WUS8ABPT1U	15.5	Y		0.3800 	0.0000 	0.00 	0.00 	0.38	winning		1000	340								1	1	0	0 	0 	0	0	0	0	0	1	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'88E1141-XX-BBT'	494	Quad Gigabit Ethernet Transciever EEE	Marvell	88E1141-E1-BBT1C000							0.0000 	53.6000 	0.00 	214.40 		73.7	10	53.6	1000	42.12							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	4	4	0 	0	4 	0	4 	
'ACS712ELCTR-05B-T'	495	NSOR CURRENT 5A 5V BI 8-SOIC	Allegro Microsystems	ACS712ELCTR-05B-T			SOIC127P600X175-8P	1.45	Y		2.5100 	0.0000 	502.00 	0.00 	2.51	NA	ACS712ELCTR-05B-T	200	502	130123							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	200	200	0 	0	200 	0	200 	
'AD5254BRUZ1'	496	IC DGTL POT QUAD 1K I2C 20-TSSOP	Analog Devices	AD5254BRUZ1			TSSOP65P640X110-20N	1	Y		3.8290 	0.0000 	11.49 	0.00 	3.829	arrow	AD5254BRUZ1	54	206.766	140818							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	3	3	0 	0	3 	0	3 	
'AD8038AKSZ'	497	IC OPAMP VFB 350MHZ SC70-5	Analog Devices	AD8038AKSZ							0.0000 	1.9960 	0.00 	449.10 		2.22	10	1.996	3000	0.98719							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	225	225	0 	0	225 	0	225 	
'ADG3304BRUZ'	498	IC XLATOR 4CH 1.2/5.5V 14TSSOP	Analog Devices	ADG3304BRUZ			TSSOP65P640X120-14N	1	Y		0.0000 	1.8540 	0.00 	66.74 		2.32	25	1.854	100	1.442							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	36	36	0 	0	36 	0	36 	
'ADP130AUJZ-0.8-R7'	499	IC REG LDO 0.8V 0.35A TSOT23-5	Analog Devices	ADP130AUJZ-0.8-R7							0.0000 	0.9780 	0.00 	2479.23 		1.09	10	0.978	3000	0.45045							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	2535	2535	0 	0	2535 	0	2535 	
'ADP3330ARTZ-2.5-R7'	500	IC LDO REG 200MA 2.5V SOT23-6	Analog Devices Inc	ADP3330ARTZ-2.5-R7			SOT95P280X145-6N	1	Y		0.0000 	1.2400 	0.00 	220.72 		1.55	25	1.24	100	0.93							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	178	178	0 	0	178 	0	178 	
'ADS1112IDGS'	501	IC 16BIT CONT SELF-CALIB 10-MSOP	Texas Ins.	ADS1112IDGS			TSSOP50P490X110-10AN	1.45	Y		5.2842 	0.0000 	1056.84 	0.00 	5.2842	ARROW	ADS1112IDGSR	200	1056.84	130123							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	200	200	0 	0	200 	0	200 	
'ADT7470ARQZ'	502	IC SENSOR TEMP FAN CTRLR 16QSOP	Analog Devices	ADT7470ARQZ			QSOP64P600X155-16AN	1.2	Y		3.0838 	0.0000 	255.96 	0.00 	3.0838	avnet	ADT7470ARQZ	100	308.38	150206							0	0	0	0 	0 	1	0	0	0	1	0	0	0 	0 	1	0 	0	0 	83	83	0 	0	83 	0	83 	
'AT24C02BN-SH-B'	503	IC EEPROM 2KBIT 1MHZ 8SOIC	Atmel	AT24C02BN-SH-B		M24C02-RMN6TP 	SOIC127P600X175-8P	1	Y		0.2719 	0.0000 	12.24 	0.00 	0.2435	arrow	M24C02-RMN6TP 	100	24.35	140818	0.2719	dk	M24C02-RMN6TP 	137	37.2503	151215	1	0	0	0 	0 	0	0	0	0	1	1	0	0 	0 	1	0 	0	0 	45	45	0 	0	45 	0	45 	
'AT24CM01-SSHM'	504	IC EEPROM 1MBIT 1MHZ 8SOIC	Atmel	AT24CM01-SSHM			SOIC127P600X175-8P	1	Y	new part number	1.4369 	0.0000 	4376.65 	0.00 	2.349085366	Mouser	AT24C1024BN-SH-B	656	1541	110121							1	1	1	0 	1 	0	0	0	1	0	1	0	0 	0 	0	0 	1	1 	3202	3202	0 	1	3056 	1	3046 	
'AT24C256BN-SH-B'	505	IC EEPROM 256KBIT 1MHZ 8SOIC	Atmel	AT24C256BN-SH-B		BR24T256FJ-WE2	SOIC127P600X175-8P	1	Y		0.6932 	0.0000 	15.94 	0.00 	0.69324	DK	BR24T256FJ-WE2	281	194.80044								0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	23	23	0 	0	23 	0	23 	
'CAT25128VI-GT3'	506	IC EEPROM 128KBIT 10MHZ 8SOIC	On Semi	CAT25128VI-GT3			SOIC127P600X175-8P	1	Y		0.5850 	0.0000 	19.31 	0.00 	0.585	NEWARK	CAT25128VI-GT3	16	9.36	111117							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	33	33	0 	0	33 	0	33 	
'CAT25160VI-GT3'	507	IC EEPROM 16KBIT 10MHZ 8SOIC	On Semi	CAT25160VI-GT3			SOIC127P600X175-8P	1	Y		0.2460 	0.0000 	0.00 	0.00 	0.1831	dk	CAT25160VI-GT3	196 	36 	161006 	0.246	dk	CAT25160VI-GT3	60	14.76	170914	2	2	1	0 	1 	0	0	0	1	0	2	0	0 	0 	0	0 	1	1 	86	146	0 	1	0 	0	0 	
'CP2103GM'	508		SiLabs	CP2103GM					Y		3.7000 	0.0000 	0.00 	0.00 	3.7	dk	CP2103GM	6	22.2	140729							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'DIGILENT_JTAG_SMT2'	509	USB to JTAG module	Digilent	DIGILENT_JTAG_SMT2					Y		49.9000 	0.0000 	0.00 	0.00 	49.9	dk	DIGILENT_JTAG_SMT2	6 	299.4	140729							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'FT2232HL'	510	IC USB HS DUAL UART\FIFO 64-LQFP	FTDI	FT2232HL			QFP50P1200X1200X160-64N	1.6	Y		5.4000 	0.0000 	0.00 	0.00 	5.4000	mouser	FT2232HL-REEL	118	637.2	170327	5.4	arrow	FT2232HL	145	783	170914	0	0	0	0 	0 	1	1	0	0	1	0	0	0 	0 	1	1 	1	1 	1	146	0 	1	0 	0	0 	
'GTL2002D'	511	IC xlatr 2bit bidir OD soic8	NXP	GTL2002D,118			SOIC127P600X175-8N	1.75	Y		0.3147 	0.0000 	751.19 	0.00 	0.5990	mouser	GTL2002D,118	20	11.98	150616	0.3147	arrow	GTL2002D,118	2500	786.75	151215	1	0	0	0 	0 	0	2	0	0	0	1	0	0 	0 	0	0 	0	0 	2407	2407	0 	0	2407 	2	2387 	
'INA219AIDCNR'	512	TRANSLATOR 2BIT DUAL LV 8MCRPAK	Atmel	INA219AIDCNR			SOT65P280X145-8AN	1	Y		1.2978 	0.0000 	0.00 	0.00 	1.4582	arrow	INA219AIDCNR	227	331.0114	170327	1.2978	dk	INA219AIDCNR	584	757.9152	170914	0	0	0	0 	0 	0	0	5	0	0	0	0	0 	0 	0	0 	4	4 		584	0 	4	0 	0	0 	
'IP1837PBF'	513	IC DC-DC REG SYNC BUCK LGA 0.6-12V 35A	IR	IP1837PBF			IP1827PBF	1	Y		8.9300 	0.0000 	17.86 	0.00 	8.93	MOUSER	IP1837TRPBF	120	1071.6	130123							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	2	2	0 	0	2 	0	2 	
'IP4220CZ6'	514	IC USB DUAL ESD PROTECT 6TSOP	NXP	IP4220CZ6			SOT95P280X145-6N	1	Y		0.0000 	0.3860 	0.00 	54.43 	0.1817	dk	IP4220CZ6.125	500 	90.85	170518							0	0	0	0 	0 	1	1	0	0	1	0	0	0 	0 	1	1 	2	2 	453	453	0 	2	161 	2	141 	
'IR3839MTR1PBF'	515	IC REG BUCK ADJ 6A SYNC PQFN17	IR								0.0000 	3.4320 	0.00 	288.29 		3.82	10	3.432	4000	1.862							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	84	84	0 	0	84 	0	84 	
'IR3840MTR1PBF'	516	IC BUCK SYNC ADJ 12A 15QFN	IR	IR3840MTR1PBF			IR3840M	1	Y		2.0700 	0.0000 	101.43 	0.00 	2.07	avnet	IR3840MTR1PBF/BKN	100	207	140818							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	49	49	0 	0	49 	0	49 	
'ISL6367CRZ'	517	IC VOLT REG MULTIPHASE 60QFN	Intersil	ISL6367CRZ			QFN40P700X700X100-60EP4	1.75	Y		0.0000 	6.0000 	0.00 	612.00 		8.59	26	6	100	6							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	102	102	0 	0	102 	0	102 	
'ISL6622CBZ'	518	IC MOSFET DVR SYNC BUCK 8-SOIC	Intersil	ISL6622CBZ			SOIC127P600X175-8N	1.75	Y		3.5500 	0.0000 	560.90 	0.00 	3.55	DK	ISL6622CBZ-T	300	976.5	130131							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	158	158	0 	0	158 	0	158 	
'ISL6627CRZ'	519	GATE DRIVER for ISL6367H	Intersil	ISL6627CRZ			QFN50P300X300X75-8EP16X20	1	Y		2.8600 	0.0000 	117.26 	0.00 	2.86	dk	ISL6627CRZ	1000	2860	140303	2.86	dk	ISL6627CRZ	100 	286	150420	0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	41	41	0 	0	41 	0	41 	
'ispPAC-CLK5610AV-01T48C'	520	IC CLK GEN FANOUT BUFFER 48TQFP	Lattice	ispPAC-CLK5610AV-01TN48C			LQFP48	1	Y		6.8000 	0.0000 	170.00 	0.00 	6.8	DK		25	170								0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	25	25	0 	0	25 	0	25 	
'LM3046'	521	IC TRANSISTOR ARRAY 14-SOIC 3.9mm	Texas Instruments	LM3046M/NOPB				1.75	Y		0.4471 	0.0000 	0.00 	0.00 	0.5468	avnet	LM3046M/NOPB	108	59.0544	140818	0.4471	arrow	LM3046M/NOPB	80 	35.768	150420	0	0	0	1 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'LM78L05ACZ'	522	IC REG 0.1A 0-125DEG C TO-92	Fairchild	LM78L05ACZ			TO-92	1	Y		0.0000 	0.2710 	0.00 	42.55 		0.48	25	0.271	100	0.2051							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	157	157	0 	0	157 	0	157 	
'LM95231CIMM-1'	523	IC DUAL REM DIODE TEMP SNSR8MSOP	National Semi	LM95231CIMM-1			TSOP65P490X94-8N	2.9133	Y		1.8300 	0.0000 	0.00 	0.00 	1.82	mouser	LM95231CIMM-1/NOPB	200 	364 	161006 	1.83	mouser	LM95231CIMM-1/NOPB	156	285.48	170914	0	0	1	0 	0 	0	0	0	1	0	0	0	0 	0 	0	0 	1	1 		156	0 	1	10 	1	0 	
'LT1117CST-3.3'	524	IC REG LDO 3.3V .8A SOT-223	Linear Tech	LT1117CST-3.3				1.8	Y		0.0000 	2.5860 	0.00 	2963.56 		3.89	25	2.586	100	1.95							1	0	0	0 	0 	1	1	0	0	1	1	0	0 	0 	1	1 	1	1 	1302	1302	0 	1	1156 	1	1146 	
'LT1963AES8-2.5'	525	IC REG LDO 2.5V 1.5A 8SOIC,3.9mm	LinearTech	LT1963AES8-2.5			SOIC127P600X175-8N	1.1	Y		0.0000 	3.0030 	0.00 	276.28 		4.52	25	3.003	100	2.3							0	0	0	0 	0 	1	0	0	0	1	0	0	0 	0 	0	0 	0	0 	92	92	0 	0	92 	0	92 	
'LTC3414EFE'	526	IC REG SYNC 4A STEP DOWN 20TSSOP	Linear Tech.	LTC3414EFE			TSSOP65P640X110-20EP4	1	Y		6.0700 	0.0000 	0.00 	0.00 	5	dk	LTC3414EFE#PBF	297 	1485	150420	6.0700	arrow	LTC3414EFE#PBF	12 	72.84	150810	0	0	1	0 	2 	0	0	0	1	0	0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'LTC3880EUJ'	527	IC REG CTRLR BUCK PWM CM 40-QFN	Linear Tech	LTC3880EUJ			QFN50P600X600X80-40EP1	1.8	Y	short 451 for OSP_A1 146	6.5000 	0.0000 	(2931.50)	0.00 	6.5000	DK	LTC3880EUJ	170 	1105.00	150810	6.5	dk	LTC3880EUJ#PBF	1000	6500	151215	5	5	2	0 	4 	0	0	0	0	3	5	0	0 	0 	0	0 	0	6 	425	425	0 	6	(451)	0	(451)	
'LTC3880EUJ-1'	528	IC REG CTRLR BUCK PWM CM 40-QFN	Linear Tech	LTC3880EUJ-1			QFN50P600X600X80-40EP1	1.8	Y		6.5000 	0.0000 	0.00 	0.00 	6.5	dk	LTC3880EUJ-1#PBF	1172 	7618 	161006 	6.5	arrow	LTC3880EUJ-1#PBF	50 	325	170518	0	0	0	0 	0 	4	0	0	2	0	0	0	0 	0 	0	0 	6	0 		0	0 	0	0 	0	0 	
'LTC4210-1CS6'	529	IC CONTROLLER HOT SWAP TSOT23-6	Linear Tech	LTC4210-1CS6			SOT95P280X145-5N	1.45	Y		2.0600 	0.0000 	39.14 	0.00 	2.0653	arrow	LTC4210-1CS6	118	243.7	140715	2.06	Linear	LTC4210-1CS6#PBF	60 	123.6	150420	0	0	0	0 	0 	0	0	0	0	1	0	0	0 	0 	1	0 	0	0 	19	19	0 	0	19 	0	19 	
'LTC4222IUH'	530	IC CTRLR DUAL HOT SWAP 32-QFN	Linear Tech	LTC4222IUH			QFN50P500X500X75-32EP1	1	Y		10.0300 	0.0000 	0.00 	0.00 	10.03	arrow	LTC4222IUH#PBF	54 	541.62	150420	10.0200	arrow	LTC4222IUH#PBF	12	120.24	170327	0	0	0	0 	1 	0	0	0	0	0	0	0	0 	0 	0	2 	0	0 		0	0 	0	0 	0	0 	
'LTC4416'	531	IC CTLR POWERPATH ideal diode 10-MSOP	Linear Tech	LTC4416EMS#PBF			MSOP50P490X110_10N	1.2	Y		3.7800 	0.0000 	151.20 	0.00 	3.78	arrow	LTC4416EMS#PBF	40	151.2	121121							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	40	40	0 	0	40 	0	40 	
'M24C08-RMN6TP'	532	IC EEPROM 8KBIT 400KHZ 8SOIC	Atmel	M24C08-RMN6TP			SOIC127P600X175-8P	1	Y		0.5520 	0.0000 	2.21 	0.00 	0.552	dk	M24C08-RMN6TP	13 	7.167	140729	0.1333	arrow	M24C08-RMN6TP	2	0.2666	170327	0	0	0	0 	0 	0	0	0	0	0	0	0	0 	1 	0	0 	0	0 	4	4	0 	0	4 	0	4 	
'MAX3221ECPW'	533	IC RS232 3V-5.5V DRVR 16-TSSOP	Maxim	MAX3221ECPW			TSSOP65P640X120-16AN	1	Y		1.0807 	0.0000 	46.47 	0.00 	1.37	mouser	MAX3221ECPWR	10	13.7	150620	1.0807	arrow	MAX3221ECPW	81 	87.53	150810	0	0	1	0 	4 	0	0	0	1	0	0	0	0 	0 	0	0 	0	0 	43	43	0 	0	43 	0	43 	
'MAX3318ECPW'	534	IC RS232 2.5V IEC ESD 20-TSSOP	Maxim	MAX3318ECPW			TSSOP65P640X120-20AN	1	Y		1.8100 	0.0000 	36.20 	0.00 	1.81	mouser	MAX3318EIPWR	544	984.64								0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	20	20	0 	0	20 	0	20 	
'MAX3319EAE'	535	IC TXRX RS232 460KBPS 16-SSOP	Maxim	MAX3319EAE				1.8	Y		7.5480 	0.0000 	784.99 	0.00 	7.48	mouser	MAX3319EAE+	108	807.84	140818	7.548	dk	MAX3319EAE+	292	2204.016	151215	2	2	0	0 	0 	0	0	0	0	0	2	0	0 	0 	0	0 	0	0 	104	104	0 	0	104 	0	104 	
'MAX811TEUS+T'	536	IC MPU V-MONITOR 2.63V SOT143-4	Maxim	MAX811TEUS+T			SOT143	1	Y		1.4400 	0.0000 	135.36 	0.00 	1.44	mouser	MAX811TEUS+T	2500 	3600.00	140320							2	1	4	0 	3 	3	0	0	4	3	2	0	0 	0 	3	0 	1	1 	250	250	0 	1	104 	1	94 	
'MCP4542-104E/MS'	537	IC DGTL POT 100K 256TAPS 8-MSOP	MICROCHIP	MCP4542-104E/MS			TSSOP50P490X110-8EP1	1	Y		0.6100 	0.0000 	150.67 	0.00 	0.61	NA	MCP4542-104E/MS	425	259.25								0	0	0	0 	0 	0	0	5	0	0	0	0	0 	0 	0	0 	0	0 	247	247	0 	0	247 	0	247 	
'MCP4542-503E/MS'	538	I2C DigiPot 50K MSOP8	Microchip								0.0000 	0.6700 	0.00 	93.80 		0.81	25	0.67	2500	0.61							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	140	140	0 	0	140 	0	140 	
'MCP4725A2T'	539	IC DAC 12BIT EE W/I2C SOT23-6	MICROCHIP	MCP4725A2T-E/CH			SOT95P280X145-6AN	1	Y		0.7300 	0.0000 	1241.00 	0.00 	0.73	MOUSER	MCP4725A0T-E/CH	200	146	130123							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	1700	1700	0 	0	1700 	0	1700 	
'MCP98243T-BE/ST'	540	IC TEMP SENSOR 3V 2WIRE 8-DFN DIMM DDR	MICROCHIP	MCP98243T-BE/ST			SOT1069-2	1	Y		0.7600 	0.0000 	0.00 	0.00 	0.76	dk	MCP98243-BE/ST	200	152	121121	0.76	microchip	MCP98243T-BE/ST	140	106.4	170914	0	0	0	0 	0 	0	0	0	0	0	0	1	0 	0 	0	0 	0	0 		140	1 	0	0 	0	0 	
'MT29F1G01AAADDH4:D'	541	SPI NAND FLASH, 1Gb 3.3V VFBGA63	Micron	MT29F1G01AAADDH4:D		MT29F1G01AAADDH4:D	BGA63C80P10X12_1050X1300X100	1	Y		2.6900 	0.0000 	139.88 	0.00 	2.6900	arrow	MT29F1G01AAADDH4:D	91 	244.79	150810	2.69	arrow	MT29F1G01AAADDH4:D	150	403.5	151215	1	1	1	0 	1 	0	0	0	1	0	1	0	0 	0 	0	0 	0	0 	52	52	0 	0	52 	0	52 	
